col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108,col109,col110,col111,col112,col113,col114,col115,col116,col117,col118,col119,col120,col121,col122,col123,col124,col125,col126,col127,col128,col129,col130,col131,col132,col133,col134,col135,col136,col137,col138,col139,col140,col141,col142,col143,col144,col145,col146,col147,col148,col149,col150,col151,col152,col153,class
2942,27517,337021,4646137,25434,237435,2909757,285854,2662869,3601824,2942,-80927497,2.22613E+12,-6.12355E+16,-74801394,2.05761E+12,-5.66E+16,1.90185E+12,-5.23155E+16,-4.83553E+16,4.45E+20,7.59E+22,7.02E+27,-3.80E+31,7.59E+22,3.83E+26,-2.53E+30,7.02E+27,-2.53E+30,-3.80E+31,15,11,18,27,8,24,6,13,18,29,5,8,9,4,15,23,15,35,1,7,0,11,1,16,18,17,10,16,4,1,4,9,18,20,8,18,7,6,18,14,4,3,10,15,18,3,6,15,6,2,4,3,20,15,2,18,4,18,4,17,3,18,18,16,12,17,16,6,16,1,15,18,9,10,6,7,17,3,8,10,18,6,18,9,1,4,11,6,17,13,9,10,4,9,13,12,4,6,20,10,4,5,5,18,3,2,16,1,16,1,17,13,4,5,4,6,15,6,6,3,3,10,6,0
6165,78802,1326734,25189564,79143,1000258,16734378,1329205,16570918,25090935,6165,-485735528,3.82707E+13,-3.01532E+18,-487837452,3.84363E+13,-3.02837E+18,3.86027E+13,-3.04147E+18,-3.05463E+18,2.26E+30,1.32E+32,2.20E+38,-3.85E+42,1.32E+32,1.16E+37,-2.98E+41,2.20E+38,-2.98E+41,-3.85E+42,34,8,41,67,20,28,13,32,60,39,15,27,33,44,32,46,24,26,7,21,0,11,16,19,6,17,4,10,19,3,14,5,3,12,10,4,9,7,17,14,19,6,8,3,8,10,4,9,20,8,9,5,18,9,4,15,17,4,8,4,10,16,20,1,9,14,10,15,12,10,16,9,9,20,14,13,9,9,12,16,9,4,4,4,4,20,9,20,17,16,2,9,1,5,8,16,12,10,12,4,11,12,3,20,1,6,14,7,4,18,8,16,4,12,11,1,16,14,8,8,18,3,10,0
10811,185389,4154593,104691781,178545,3049576,68448574,3876515,65868070,94766271,10811,-2004055090,3.71495E+14,-6.88648E+19,-1930071450,3.57781E+14,-6.63225E+19,3.44573E+14,-6.38741E+19,-6.1516E+19,2.22E+42,5.39E+44,8.71E+50,-3.17E+55,5.39E+44,4.49E+49,-2.22E+54,8.71E+50,-2.22E+54,-3.17E+55,70,36,55,95,41,52,23,51,78,60,24,39,64,35,59,91,54,69,19,41,0,11,4,18,1,4,18,4,16,13,10,12,13,16,2,9,8,11,17,5,15,13,16,11,4,4,5,15,4,5,12,9,20,10,1,20,11,4,16,9,6,1,7,15,1,6,10,1,9,18,8,13,13,9,4,19,9,13,15,14,2,20,3,3,8,3,12,10,10,8,13,1,13,8,14,14,11,18,17,6,14,16,6,10,5,17,14,20,12,8,14,9,9,1,11,17,18,9,4,5,15,14,10,0
17936,370863,10164539,313928433,373260,7690009,210406481,10289958,211056749,319711248,17936,-6651427905,2.46663E+15,-9.14731E+20,-6694418100,2.48257E+15,-9.20643E+20,2.49862E+15,-9.26594E+20,-9.32583E+20,1.42E+55,1.93E+57,1.74E+64,-1.19E+69,1.93E+57,9.06E+62,-8.58E+67,1.74E+64,-8.58E+67,-1.19E+69,115,37,58,113,45,110,53,62,92,134,43,58,98,95,78,213,103,100,21,45,0,11,19,15,1,4,6,9,19,10,13,9,17,16,15,9,16,18,16,14,16,18,5,2,6,17,16,17,20,2,18,10,12,17,18,13,13,8,4,3,3,7,6,12,16,12,16,16,7,18,9,8,5,10,13,9,9,10,10,4,2,10,13,9,2,16,16,10,13,9,4,15,7,15,19,12,17,12,4,4,8,1,1,20,10,8,17,5,4,9,7,4,4,19,10,17,17,16,13,9,17,15,13,0
17794,382959,10851713,345716037,381132,8162469,230580765,10711542,228610923,338795394,17794,-6813989487,2.60933E+15,-9.99211E+20,-6781481676,2.59688E+15,-9.94444E+20,2.58449E+15,-9.897E+20,-9.84978E+20,5.91E+56,3.84E+58,8.19E+65,-5.94E+70,3.84E+58,4.13E+64,-4.23E+69,8.19E+65,-4.23E+69,-5.94E+70,97,60,78,147,76,86,62,89,91,189,57,56,87,95,91,128,87,103,22,54,0,11,1,16,4,10,4,13,4,18,14,1,8,3,15,16,10,10,4,2,16,1,4,4,8,1,6,9,19,10,14,1,17,3,10,17,15,4,18,20,14,7,10,1,7,20,18,13,9,8,20,2,15,6,13,12,13,5,13,14,9,4,3,11,10,1,14,7,18,10,10,6,13,11,4,19,20,10,2,6,4,3,13,1,5,6,5,13,9,10,4,14,1,12,9,13,16,7,10,2,6,15,18,0
6483,85656,1493826,29522166,83292,1088792,18894008,1394118,18055550,26224464,6483,-555222192,4.75508E+13,-4.07238E+18,-539898744,4.62384E+13,-3.95999E+18,4.49623E+13,-3.8507E+18,-3.74442E+18,6.18E+31,1.40E+34,6.92E+39,-1.23E+44,1.40E+34,3.55E+38,-8.43E+42,6.92E+39,-8.43E+42,-1.23E+44,39,20,33,25,36,45,24,40,34,59,22,29,20,23,24,33,37,38,22,29,0,11,14,15,4,4,6,5,12,17,9,11,1,3,6,13,3,4,20,3,17,4,1,6,2,18,13,10,10,7,13,4,4,8,9,13,14,16,7,20,12,7,6,20,6,4,13,10,6,15,9,17,7,8,3,3,20,16,17,19,3,8,18,9,1,17,14,20,6,8,20,4,15,2,15,4,10,18,4,1,6,20,3,18,15,14,13,3,9,4,12,18,17,10,10,7,19,1,1,8,12,12,15,0
3695,35731,456503,6592729,35573,345389,4436881,441179,4277013,6127037,3695,-131990314,4.71487E+12,-1.68421E+17,-131406662,4.69402E+12,-1.67677E+17,4.67326E+12,-1.66935E+17,-1.66197E+17,1.06E+22,8.90E+23,2.39E+29,-1.75E+33,8.90E+23,1.25E+28,-1.34E+32,2.39E+29,-1.34E+32,-1.75E+33,15,8,15,19,15,24,16,12,11,32,7,12,29,13,17,35,21,25,5,10,0,11,16,10,11,18,18,16,11,18,2,18,6,5,5,10,10,14,6,1,19,13,7,4,6,18,7,15,9,13,16,10,10,1,7,13,6,13,10,18,9,16,4,4,17,18,8,10,14,2,19,16,3,18,15,5,14,7,5,10,10,7,15,4,6,9,5,9,3,17,10,7,10,8,6,4,7,7,3,6,18,16,9,1,12,5,16,8,6,13,11,11,14,3,10,1,6,17,20,15,2,20,6,0
2255,18557,200247,2431553,16384,131572,1396482,158026,1241060,1733140,2255,-41827478,7.75848E+11,-1.4391E+16,-36929536,6.84997E+11,-1.27059E+16,6.04785E+11,-1.1218E+16,-9.90441E+15,1.12E+18,2.27E+20,8.88E+24,-2.96E+28,2.27E+20,5.45E+23,-1.74E+27,8.88E+24,-1.74E+27,-2.96E+28,18,2,7,16,7,15,7,12,13,33,11,9,16,8,12,12,9,9,5,5,0,11,6,13,10,13,15,17,18,4,10,5,20,3,18,10,16,13,20,16,19,10,6,5,4,8,10,2,15,20,14,12,8,19,12,8,12,10,14,10,15,13,16,10,8,17,6,8,11,9,3,16,6,12,9,13,13,6,10,10,13,15,9,6,10,20,11,1,12,3,10,9,10,10,15,7,7,10,14,8,13,8,7,5,13,9,3,5,10,16,18,11,10,4,9,6,16,10,16,1,11,15,5,0
2167,16722,166768,1880106,16620,128667,1277875,164590,1264327,1836084,2167,-36219852,6.05389E+11,-1.01186E+16,-35998920,6.01696E+11,-1.00569E+16,5.98026E+11,-9.99558E+15,-9.93461E+15,6.70E+16,3.57E+18,4.40E+23,-1.60E+27,3.57E+18,2.45E+22,-1.39E+26,4.40E+23,-1.39E+26,-1.60E+27,18,2,11,14,12,18,4,12,11,28,6,8,10,7,11,15,8,13,0,11,0,11,1,8,5,16,18,20,18,18,12,9,1,6,6,10,8,20,14,10,3,16,20,1,13,15,1,4,1,4,9,17,5,16,20,13,10,3,10,10,10,9,10,7,3,4,15,18,10,18,1,5,6,14,15,3,6,8,15,18,6,7,1,18,10,1,8,12,6,11,3,18,12,6,15,20,17,1,3,6,9,4,18,10,4,20,10,6,12,13,1,12,20,13,18,16,8,15,5,6,15,13,15,0
8836,137412,2796702,63955404,134203,2084688,42447424,2661367,41222070,59402341,8836,-1214035020,1.66804E+14,-2.29183E+19,-1185683505,1.62909E+14,-2.23831E+19,1.59104E+14,-2.18604E+19,-2.13499E+19,5.54E+37,7.65E+39,1.35E+46,-3.82E+50,7.65E+39,6.89E+44,-2.76E+49,1.35E+46,-2.76E+49,-3.82E+50,46,22,45,72,38,31,19,47,84,71,24,50,36,48,41,84,42,51,3,16,0,11,3,16,17,9,4,9,2,3,16,20,9,3,3,10,10,10,15,11,6,10,12,3,12,9,1,6,11,4,6,10,3,9,4,9,8,12,9,8,8,11,4,1,17,9,6,16,15,5,20,6,12,4,10,9,9,4,9,14,18,12,14,15,8,4,12,11,11,14,14,9,1,14,8,17,16,14,14,10,15,9,1,14,10,14,18,3,15,5,1,11,4,10,4,14,16,15,12,10,16,12,17,0
3337,32393,418919,6133085,31862,304573,3909251,392754,3704969,5435738,3337,-108063048,3.49944E+12,-1.13323E+17,-106291632,3.44207E+12,-1.11466E+17,3.38565E+12,-1.09638E+17,-1.07841E+17,9.60E+21,9.63E+23,2.14E+29,-1.54E+33,9.63E+23,1.12E+28,-1.17E+32,2.14E+29,-1.17E+32,-1.54E+33,21,3,18,31,22,8,7,22,32,43,9,18,11,20,15,18,17,14,1,11,0,11,13,5,13,5,6,9,16,7,9,16,13,1,3,8,18,9,12,10,9,4,16,11,1,18,10,4,9,14,3,8,16,3,9,9,1,4,9,1,17,4,4,18,16,9,12,10,18,1,11,9,4,8,10,20,6,17,12,4,9,4,13,14,17,4,1,18,1,14,10,1,14,4,10,20,12,16,6,10,10,16,17,10,18,1,3,10,14,10,8,3,5,4,6,9,9,3,18,1,14,8,5,0
23960,586290,18895034,685207482,590223,14465760,466926554,19167811,470558718,700123149,23960,-14046922110,8.23523E+15,-4.82803E+21,-14141152857,8.29047E+15,-4.86042E+21,8.34609E+15,-4.89302E+21,-4.92585E+21,7.03E+66,-7.40E+68,1.95E+76,-2.06E+81,-7.40E+68,9.94E+74,-1.48E+80,1.95E+76,-1.48E+80,-2.06E+81,116,56,121,175,88,124,51,110,153,217,55,120,112,117,115,236,128,127,21,60,0,11,17,16,4,4,11,17,1,16,18,10,8,13,18,17,14,15,9,18,18,16,1,14,16,1,1,3,4,16,16,4,9,18,16,3,8,12,8,16,9,1,7,17,18,15,15,16,6,4,17,16,7,17,8,16,14,10,12,9,10,9,4,4,13,16,6,16,12,10,13,9,8,10,16,8,1,15,4,9,8,18,16,3,4,12,16,12,4,9,2,19,4,9,8,11,13,3,16,1,9,12,10,0
4371,47401,677607,10924111,46004,496355,7080413,629242,6738063,9683030,4371,-207142370,9.81651E+12,-4.65206E+17,-201037480,9.5272E+12,-4.51495E+17,9.24641E+12,-4.38189E+17,-4.25275E+17,5.28E+24,6.44E+26,1.99E+32,-1.96E+36,6.44E+26,1.05E+31,-1.46E+35,1.99E+32,-1.46E+35,-1.96E+36,33,4,24,23,20,28,10,25,21,34,7,27,19,16,22,37,18,26,9,18,0,11,15,19,8,10,5,8,6,1,10,8,6,16,16,8,2,6,14,4,9,5,5,6,3,14,18,10,15,8,12,18,15,12,6,3,4,8,16,9,10,16,14,10,18,12,16,12,12,10,9,10,12,5,19,9,16,13,16,16,5,12,15,13,18,3,18,10,18,13,16,18,16,10,14,1,5,9,16,5,10,15,16,14,6,10,4,20,1,18,17,8,4,3,10,14,1,10,10,3,12,4,3,0
1491,10290,93302,954468,9858,69297,632765,81536,573055,752886,1491,-15332100,1.57662E+11,-1.62125E+15,-14688420,1.51042E+11,-1.55318E+15,1.44701E+11,-1.48798E+15,-1.42551E+15,2.19504E+14,1.10E+16,6.47E+20,-1.27E+24,1.10E+16,3.34E+19,-1.09E+23,6.47E+20,-1.09E+23,-1.27E+24,14,2,11,7,3,25,3,5,10,19,2,5,6,9,7,8,2,12,3,4,0,11,16,6,16,10,6,15,1,1,1,1,10,10,15,19,6,15,6,1,6,6,6,6,10,19,6,13,6,18,15,1,1,6,16,6,1,6,6,6,6,16,1,4,14,10,3,1,10,18,9,9,3,9,18,18,18,5,10,9,6,17,13,4,14,13,14,2,6,5,16,12,1,18,18,14,8,10,15,10,7,6,18,15,3,20,1,1,20,12,18,10,3,3,13,4,10,15,14,6,8,9,3,0
3344,31542,384526,5291658,29703,276733,3333657,338347,3105807,4338321,3344,-105444906,3.32495E+12,-1.04844E+17,-99297129,3.13109E+12,-9.87314E+16,2.94854E+12,-9.29751E+16,-8.75543E+16,5.06E+20,6.31E+22,8.21E+27,-4.71E+31,6.31E+22,4.26E+26,-3.41E+30,8.21E+27,-3.41E+30,-4.71E+31,16,7,9,19,13,22,2,14,16,23,5,13,17,5,14,34,27,29,3,11,0,11,6,17,9,1,14,18,4,15,9,10,10,2,10,5,8,10,1,8,10,10,2,16,10,1,10,6,16,18,17,18,7,16,16,4,13,4,18,15,8,13,4,12,12,13,18,9,10,16,2,1,20,16,6,5,16,16,13,15,18,4,19,9,5,3,14,6,3,17,17,15,10,18,2,20,12,12,9,8,17,1,16,20,4,3,15,18,17,5,10,13,17,6,8,17,5,9,16,18,17,15,4,0
